beam_name,length,concrete_area,concrete_cover,steel_area,frp_area,insulation_thickness,insulation_depth,conc_strength,steel_strength,frp_strength,glass_transition,thermal_conductivity,specific_heat,total_load,load_ratio,fire_resistance
I1_ B195,4020,120000,25,395.91,0.0,0.0,0.0,33.0,434,0,0,0.0,0,40.71,59.99,85
I1_ B196,5320,120000,25,569.76,0.0,0.0,0.0,30.0,459,0,0,0.0,0,22.25,41.1,145
I1_ B197,4780,120000,25,569.76,0.0,0.0,0.0,36.0,458,0,0,0.0,0,34.51,50.51,90
I1_ B198,5140,120000,25,569.76,0.0,0.0,0.0,40.0,421,0,0,0.0,0,39.97,63.92,70
I1_ B199,5120,120000,25,593.87,0.0,0.0,0.0,31.0,422,0,0,0.0,0,29.47,42.11,165
I1_ B200,3540,120000,25,593.87,0.0,0.0,0.0,37.0,445,0,0,0.0,0,62.22,56.78,105
I1_ B201,5100,120000,25,593.87,0.0,0.0,0.0,30.0,432,0,0,0.0,0,47.19,65.43,100
I1_ B202,4560,120000,38,395.91,0.0,0.0,0.0,37.0,459,0,0,0.0,0,22.02,41.13,135
I1_ B203,4060,120000,38,395.91,0.0,0.0,0.0,31.0,429,0,0,0.0,0,32.16,55.56,105
I1_ B204,4260,120000,38,395.91,0.0,0.0,0.0,32.0,414,0,0,0.0,0,33.45,61.74,105
I1_ B205,6060,120000,38,569.76,0.0,0.0,0.0,31.0,429,0,0,0.0,0,18.96,48.47,200
I1_ B206,5840,120000,38,569.76,0.0,0.0,0.0,30.0,438,0,0,0.0,0,23.87,54.82,115
I1_ B207,5260,120000,38,569.76,0.0,0.0,0.0,37.0,437,0,0,0.0,0,32.09,62.67,105
I1_ B208,4160,120000,38,593.87,0.0,0.0,0.0,39.0,437,0,0,0.0,0,36.71,43.74,140
I1_ B209,4880,120000,38,593.87,0.0,0.0,0.0,38.0,458,0,0,0.0,0,40.71,56.73,180
I1_ B210,4660,120000,38,593.87,0.0,0.0,0.0,35.0,431,0,0,0.0,0,46.29,66.84,100
I1_ B211,6100,140000,25,569.76,0.0,0.0,0.0,28.0,440,0,0,0.0,0,20.77,43.97,10
I1_ B212,6160,140000,25,569.76,0.0,0.0,0.0,37.0,447,0,0,0.0,0,23.32,52.23,90
I1_ B213,5580,140000,25,569.76,0.0,0.0,0.0,31.0,425,0,0,0.0,0,36.01,65.15,80
I1_ B214,4720,140000,25,593.87,0.0,0.0,0.0,34.0,454,0,0,0.0,0,35.79,42.37,125
I1_ B215,4920,140000,25,593.87,0.0,0.0,0.0,28.0,459,0,0,0.0,0,36.46,53.91,10
I1_ B216,5160,140000,25,593.87,0.0,0.0,0.0,31.0,451,0,0,0.0,0,45.06,67.41,75
I1_ B217,5700,140000,25,854.64,0.0,0.0,0.0,34.0,449,0,0,0.0,0,32.61,42.71,125
I1_ B218,5360,140000,25,854.64,0.0,0.0,0.0,36.0,460,0,0,0.0,0,50.15,59.61,105
I1_ B219,5360,140000,25,854.64,0.0,0.0,0.0,32.0,418,0,0,0.0,0,46.59,70.01,85
I1_ B220,5800,140000,38,569.76,0.0,0.0,0.0,32.0,421,0,0,0.0,0,20.19,45.71,10
I1_ B221,5900,140000,38,569.76,0.0,0.0,0.0,30.0,436,0,0,0.0,0,22.63,54.68,175
I1_ B222,5580,140000,38,569.76,0.0,0.0,0.0,40.0,418,0,0,0.0,0,32.16,63.42,140
I1_ B223,5240,140000,38,593.87,0.0,0.0,0.0,37.0,427,0,0,0.0,0,30.61,43.19,195
I1_ B224,4840,140000,38,593.87,0.0,0.0,0.0,37.0,460,0,0,0.0,0,42.56,60.85,125
I1_ B225,3660,140000,38,593.87,0.0,0.0,0.0,31.0,438,0,0,0.0,0,63.23,67.76,100
I1_ B226,4860,140000,38,854.64,0.0,0.0,0.0,37.0,454,0,0,0.0,0,38.48,42.59,215
I1_ B227,6140,140000,38,854.64,0.0,0.0,0.0,36.0,427,0,0,0.0,0,34.13,57.03,125
I1_ B228,5040,140000,38,854.64,0.0,0.0,0.0,38.0,444,0,0,0.0,0,58.78,71.19,160
I1_ B229,4120,135000,25,569.76,0.0,0.0,0.0,28.0,455,0,0,0.0,0,32.85,41.94,145
I1_ B230,5600,135000,25,569.76,0.0,0.0,0.0,35.0,429,0,0,0.0,0,31.89,50.35,85
I1_ B231,4860,135000,25,569.76,0.0,0.0,0.0,36.0,455,0,0,0.0,0,43.06,65.16,80
I1_ B232,5060,135000,25,593.87,0.0,0.0,0.0,32.0,444,0,0,0.0,0,38.92,43.41,115
I1_ B233,5240,135000,25,593.87,0.0,0.0,0.0,38.0,431,0,0,0.0,0,49.22,55.52,105
I1_ B234,4540,135000,25,593.87,0.0,0.0,0.0,30.0,449,0,0,0.0,0,61.95,66.02,10
I1_ B235,5460,135000,25,854.64,0.0,0.0,0.0,34.0,423,0,0,0.0,0,34.97,45.0,125
I1_ B236,4900,135000,25,854.64,0.0,0.0,0.0,34.0,421,0,0,0.0,0,56.24,61.25,85
I1_ B237,5180,135000,25,854.64,0.0,0.0,0.0,32.0,442,0,0,0.0,0,56.22,69.51,90
I1_ B238,4200,135000,38,569.76,0.0,0.0,0.0,28.0,457,0,0,0.0,0,36.04,45.08,200
I1_ B239,4980,135000,38,569.76,0.0,0.0,0.0,36.0,449,0,0,0.0,0,32.93,50.55,155
I1_ B240,4960,135000,38,569.76,0.0,0.0,0.0,36.0,423,0,0,0.0,0,40.64,61.57,125
I1_ B241,4440,135000,38,593.87,0.0,0.0,0.0,31.0,450,0,0,0.0,0,43.99,43.68,190
I1_ B242,5160,135000,38,593.87,0.0,0.0,0.0,29.0,422,0,0,0.0,0,41.71,52.16,130
I1_ B243,4960,135000,38,593.87,0.0,0.0,0.0,27.0,458,0,0,0.0,0,52.75,70.67,155
I1_ B244,5460,135000,38,854.64,0.0,0.0,0.0,35.0,421,0,0,0.0,0,32.51,42.45,225
I1_ B245,4420,135000,38,854.64,0.0,0.0,0.0,29.0,421,0,0,0.0,0,49.49,56.05,160
I1_ B246,6020,135000,38,854.64,0.0,0.0,0.0,40.0,419,0,0,0.0,0,45.64,70.39,10
I1_ B247,5000,157500,25,569.76,0.0,0.0,0.0,28.0,437,0,0,0.0,0,27.48,42.23,90
I1_ B248,4060,157500,25,569.76,0.0,0.0,0.0,30.0,444,0,0,0.0,0,39.18,50.86,125
I1_ B249,5340,157500,25,569.76,0.0,0.0,0.0,33.0,453,0,0,0.0,0,37.85,61.32,90
I1_ B250,5140,157500,25,593.87,0.0,0.0,0.0,37.0,448,0,0,0.0,0,38.33,42.49,155
I1_ B251,3580,157500,25,593.87,0.0,0.0,0.0,27.0,431,0,0,0.0,0,68.65,61.39,80
I1_ B252,5040,157500,25,593.87,0.0,0.0,0.0,40.0,434,0,0,0.0,0,50.81,59.33,90
I1_ B253,5940,157500,25,854.64,0.0,0.0,0.0,35.0,418,0,0,0.0,0,38.22,44.13,165
I1_ B254,5620,157500,25,854.64,0.0,0.0,0.0,35.0,440,0,0,0.0,0,41.14,49.71,105
I1_ B255,5400,157500,25,854.64,0.0,0.0,0.0,33.0,459,0,0,0.0,0,56.24,68.64,85
I1_ B256,4660,157500,38,569.76,0.0,0.0,0.0,36.0,442,0,0,0.0,0,30.88,38.55,175
I1_ B257,4860,157500,38,569.76,0.0,0.0,0.0,30.0,424,0,0,0.0,0,32.51,54.84,150
I1_ B258,5260,157500,38,569.76,0.0,0.0,0.0,36.0,439,0,0,0.0,0,36.14,67.03,145
I1_ B259,4260,157500,38,593.87,0.0,0.0,0.0,31.0,423,0,0,0.0,0,40.09,43.51,155
I1_ B260,3880,157500,38,593.87,0.0,0.0,0.0,32.0,430,0,0,0.0,0,56.69,54.09,160
I1_ B261,5200,157500,38,593.87,0.0,0.0,0.0,35.0,453,0,0,0.0,0,52.41,67.04,105
I1_ B262,4860,157500,38,854.64,0.0,0.0,0.0,28.0,444,0,0,0.0,0,41.2,47.04,155
I1_ B263,4760,157500,38,854.64,0.0,0.0,0.0,31.0,429,0,0,0.0,0,49.94,55.25,160
I1_ B264,6180,157500,38,854.64,0.0,0.0,0.0,27.0,442,0,0,0.0,0,54.54,71.29,110
I1_ B265,2340,12000,10,63.31,5.5,0.0,0.0,32.0,454,4318,74,0.0,0,5.65,46.0,30
I1_ B266,1300,12000,10,63.31,15.3,0.0,0.0,33.0,456,1138,87,0.0,0,9.58,56.41,30
I1_ B267,2300,12000,10,63.31,4.4,0.0,0.0,32.0,431,4318,76,0.0,0,7.45,69.43,10
I1_ B268,1620,14400,10,63.31,23.2,0.0,0.0,30.0,443,966,83,0.0,0,11.8,48.81,30
I1_ B269,1820,14400,10,63.31,20.4,0.0,0.0,33.0,425,1068,85,0.0,0,6.97,59.57,15
I1_ B270,2260,14400,10,63.31,23.2,0.0,0.0,37.0,441,966,84,0.0,0,8.31,68.22,10
I1_ B271,1300,15000,10,63.31,20.4,0.0,0.0,40.0,421,1138,84,0.0,0,16.45,48.06,25
I1_ B272,1740,15000,10,63.31,17.4,0.0,0.0,32.0,431,966,82,0.0,0,12.92,59.05,25
I1_ B273,1620,15000,10,63.31,4.4,0.0,0.0,31.0,418,4318,81,0.0,0,14.58,70.03,15
I1_ B274,1900,15000,12,63.31,20.4,0.0,0.0,34.0,434,1138,86,0.0,0,8.59,40.54,30
I1_ B275,1880,15000,12,63.31,20.4,0.0,0.0,39.0,414,1034,85,0.0,0,11.64,53.52,25
I1_ B276,1220,15000,12,63.31,30.0,0.0,0.0,36.0,420,1100,76,0.0,0,24.66,69.93,10
I1_ B277,1880,18000,10,63.31,5.5,0.0,0.0,34.0,425,4318,72,0.0,0,9.55,45.25,25
I1_ B278,1580,18000,10,63.31,5.5,0.0,0.0,40.0,443,4318,76,0.0,0,19.01,58.17,10
I1_ B279,2360,18000,10,63.31,17.4,0.0,0.0,38.0,432,966,87,0.0,0,11.97,69.05,10
I1_ B280,2460,18000,12,63.31,5.1,0.0,0.0,39.0,432,4840,80,0.0,0,5.85,45.43,40
I1_ B281,2260,18000,12,63.31,20.4,0.0,0.0,35.0,457,1138,88,0.0,0,10.96,54.18,15
I1_ B282,1960,18000,12,63.31,30.6,0.0,0.0,32.0,456,1068,83,0.0,0,15.75,69.69,10
I1_ B283,2140,22500,10,142.59,12.0,0.0,0.0,38.0,426,4100,76,0.0,0,12.9,45.93,40
I1_ B284,1560,22500,10,142.59,25.5,0.0,0.0,39.0,454,1138,82,0.0,0,34.77,64.4,30
I1_ B285,1460,22500,10,142.59,71.4,0.0,0.0,31.0,459,1034,86,0.0,0,35.38,70.47,15
I1_ B286,1800,22500,12,142.59,51.0,0.0,0.0,31.0,448,1068,85,0.0,0,17.78,44.75,40
I1_ B287,1660,22500,12,142.59,61.2,0.0,0.0,27.0,428,1068,85,0.0,0,27.61,58.66,15
I1_ B288,2200,22500,12,142.59,52.2,0.0,0.0,36.0,440,966,85,0.0,0,22.43,69.42,10
I1_ B289,1740,30000,10,142.59,26.4,0.0,0.0,28.0,432,4123,85,0.0,0,39.96,48.66,30
I1_ B290,2280,30000,10,142.59,19.8,0.0,0.0,27.0,444,4123,76,0.0,0,38.55,63.76,15
I1_ B291,1280,30000,10,142.59,19.8,0.0,0.0,30.0,436,4123,72,0.0,0,53.06,71.14,10
I1_ B292,1900,30000,12,142.59,81.2,0.0,0.0,31.0,431,1068,82,0.0,0,29.1,48.03,30
I1_ B293,2160,30000,12,142.59,45.9,0.0,0.0,40.0,419,1138,83,0.0,0,32.85,58.35,15
I1_ B294,2240,30000,12,142.59,19.8,0.0,0.0,35.0,419,4123,85,0.0,0,34.05,70.29,10
I1_ B295,1960,40000,10,142.59,11.0,0.0,0.0,28.0,455,4318,84,0.0,0,25.44,47.22,40
I1_ B296,2480,40000,10,142.59,19.8,0.0,0.0,32.0,443,4123,79,0.0,0,27.88,62.21,15
I1_ B297,1520,40000,10,142.59,101.5,0.0,0.0,32.0,455,1034,84,0.0,0,64.3,68.62,15
I1_ B298,1520,40000,10,213.88,90.0,0.0,0.0,38.0,455,1100,74,0.0,0,43.67,44.25,20
I1_ B299,1580,40000,10,213.88,23.1,0.0,0.0,30.0,444,4123,82,0.0,0,52.4,55.23,35
I1_ B300,2220,40000,10,213.88,17.6,0.0,0.0,36.0,421,4318,84,0.0,0,61.51,67.48,10
I1_ B301,2260,40000,12,142.59,45.9,0.0,0.0,31.0,420,1138,84,0.0,0,22.63,42.36,30
I1_ B302,1600,40000,12,142.59,81.2,0.0,0.0,31.0,421,1068,88,0.0,0,53.83,60.4,15
I1_ B303,2060,40000,12,142.59,30.6,0.0,0.0,28.0,448,1138,85,0.0,0,38.59,71.36,15
I1_ B304,1980,40000,12,213.88,25.5,0.0,0.0,29.0,440,1138,88,0.0,0,28.83,48.33,50
I1_ B305,2280,40000,12,213.88,91.8,0.0,0.0,31.0,437,1034,87,0.0,0,39.19,61.21,15
I1_ B306,1500,40000,12,213.88,80.0,0.0,0.0,40.0,422,1100,74,0.0,0,99.47,70.82,10
I1_ B307,2300,50000,10,213.88,121.8,0.0,0.0,34.0,438,1068,86,0.0,0,45.54,46.19,20
I1_ B308,1780,50000,10,213.88,91.8,0.0,0.0,40.0,441,1034,86,0.0,0,59.15,60.75,20
I1_ B309,2440,50000,10,213.88,75.4,0.0,0.0,32.0,449,966,83,0.0,0,60.18,71.28,15
I1_ B310,1440,50000,12,213.88,81.6,0.0,0.0,30.0,417,1068,84,0.0,0,46.6,46.78,35
I1_ B311,1720,50000,12,213.88,22.1,0.0,0.0,38.0,452,4840,72,0.0,0,61.87,55.04,20
I1_ B312,2260,50000,12,213.88,81.6,0.0,0.0,38.0,426,1034,83,0.0,0,43.13,70.03,10
I1_ B313,1360,37500,19,142.59,14.4,0.0,0.0,39.0,435,4100,72,0.0,0,37.9,46.96,50
I1_ B314,1960,37500,19,142.59,61.2,0.0,0.0,38.0,453,1068,88,0.0,0,51.77,59.15,20
I1_ B315,2420,37500,19,142.59,19.8,0.0,0.0,31.0,457,4123,82,0.0,0,46.45,71.38,15
I1_ B316,1600,37500,25,142.59,19.8,0.0,0.0,33.0,444,4123,83,0.0,0,43.09,47.56,55
I1_ B317,1420,37500,25,142.59,30.6,0.0,0.0,37.0,431,1138,83,0.0,0,55.2,58.89,45
I1_ B318,2440,37500,25,142.59,19.8,0.0,0.0,32.0,417,4123,81,0.0,0,36.96,71.0,10
I1_ B319,1940,50000,19,253.23,142.1,0.0,0.0,36.0,439,1034,87,0.0,0,36.12,44.93,60
I1_ B320,1680,50000,19,253.23,122.4,0.0,0.0,30.0,427,1034,88,0.0,0,63.39,62.24,15
I1_ B321,1860,50000,19,253.23,162.4,0.0,0.0,36.0,451,1034,84,0.0,0,91.2,68.96,10
I1_ B322,1560,50000,19,213.88,61.2,0.0,0.0,37.0,420,1138,82,0.0,0,73.79,42.6,55
I1_ B323,2280,50000,19,213.88,22.1,0.0,0.0,40.0,443,4840,72,0.0,0,69.18,62.79,10
I1_ B324,2200,50000,19,213.88,91.8,0.0,0.0,37.0,437,1034,88,0.0,0,55.28,70.45,10
I1_ B325,1840,50000,25,253.23,162.4,0.0,0.0,32.0,458,1068,84,0.0,0,57.09,46.55,55
I1_ B326,1840,50000,25,253.23,81.6,0.0,0.0,37.0,427,1068,88,0.0,0,59.22,63.47,20
I1_ B327,1660,50000,25,253.23,120.0,0.0,0.0,27.0,450,1100,74,0.0,0,77.63,71.03,15
I1_ B328,1740,50000,25,213.88,17.0,0.0,0.0,40.0,458,4840,76,0.0,0,58.35,46.55,75
I1_ B329,2280,50000,25,213.88,36.3,0.0,0.0,30.0,435,4123,77,0.0,0,48.02,57.3,15
I1_ B330,2460,50000,25,213.88,9.9,0.0,0.0,34.0,440,4318,80,0.0,0,45.12,70.0,20
I1_ B331,2260,62500,19,253.23,87.0,0.0,0.0,34.0,455,966,87,0.0,0,33.84,46.2,65
I1_ B332,2720,62500,19,253.23,19.8,0.0,0.0,30.0,416,4318,75,0.0,0,52.12,58.67,20
I1_ B333,2020,62500,19,253.23,91.8,0.0,0.0,27.0,445,1138,85,0.0,0,67.73,70.39,15
I1_ B334,2280,62500,19,213.88,121.8,0.0,0.0,40.0,419,1068,87,0.0,0,44.12,44.45,35
I1_ B335,1540,62500,19,213.88,66.3,0.0,0.0,30.0,417,1138,88,0.0,0,71.0,60.0,15
I1_ B336,2060,62500,19,213.88,61.2,0.0,0.0,32.0,417,1138,84,0.0,0,82.6,70.52,10
I1_ B337,2640,62500,19,379.84,43.2,0.0,0.0,31.0,449,4100,74,0.0,0,56.82,45.04,70
I1_ B338,2800,62500,19,379.84,42.5,0.0,0.0,34.0,436,4840,80,0.0,0,74.71,61.29,10
I1_ B339,2560,62500,19,379.84,107.1,0.0,0.0,32.0,440,1138,83,0.0,0,75.64,70.44,10
I1_ B340,2540,62500,25,253.23,98.6,0.0,0.0,37.0,438,966,82,0.0,0,30.52,42.45,60
I1_ B341,2080,62500,25,253.23,22.1,0.0,0.0,33.0,442,4840,85,0.0,0,47.88,57.79,55
I1_ B342,2400,62500,25,253.23,121.8,0.0,0.0,40.0,430,1034,87,0.0,0,44.83,69.84,30
I1_ B343,1520,62500,25,213.88,22.1,0.0,0.0,38.0,452,4840,74,0.0,0,73.22,45.03,70
I1_ B344,1380,62500,25,213.88,61.2,0.0,0.0,38.0,428,1138,87,0.0,0,102.28,55.81,30
I1_ B345,1980,62500,25,213.88,61.2,0.0,0.0,40.0,426,1138,84,0.0,0,58.72,65.05,15
I1_ B346,2380,62500,25,379.84,122.4,0.0,0.0,35.0,430,1138,85,0.0,0,57.15,42.03,65
I1_ B347,1900,62500,25,379.84,42.9,0.0,0.0,33.0,414,4123,75,0.0,0,61.89,54.38,50
I1_ B348,2040,62500,25,379.84,139.2,0.0,0.0,27.0,426,966,83,0.0,0,120.67,70.07,10
I1_ B349,2320,60000,25,253.23,50.0,0.0,0.0,33.0,457,1100,73,0.0,0,49.52,47.28,80
I1_ B350,2620,60000,25,253.23,91.8,0.0,0.0,31.0,438,1068,84,0.0,0,41.04,58.29,45
I1_ B351,1860,60000,25,253.23,33.0,0.0,0.0,39.0,417,4123,84,0.0,0,72.2,69.88,10
I1_ B352,2480,60000,25,379.84,121.8,0.0,0.0,35.0,423,1034,82,0.0,0,48.69,43.32,75
I1_ B353,2360,60000,25,379.84,142.1,0.0,0.0,29.0,439,1034,85,0.0,0,84.9,54.35,80
I1_ B354,1980,60000,25,379.84,153.0,0.0,0.0,40.0,449,1034,86,0.0,0,143.03,70.43,10
I1_ B355,1680,60000,38,253.23,71.4,0.0,0.0,29.0,432,1138,82,0.0,0,64.33,45.01,80
I1_ B356,2200,60000,38,253.23,16.8,0.0,0.0,28.0,453,4100,72,0.0,0,48.29,56.94,80
I1_ B357,2360,60000,38,253.23,121.8,0.0,0.0,31.0,433,1068,84,0.0,0,56.64,69.75,10
I1_ B358,2540,60000,38,379.84,182.7,0.0,0.0,40.0,455,1034,84,0.0,0,45.89,43.28,115
I1_ B359,2760,60000,38,379.84,75.4,0.0,0.0,34.0,449,966,84,0.0,0,78.45,62.73,80
I1_ B360,2520,60000,38,379.84,51.0,0.0,0.0,36.0,420,1138,88,0.0,0,68.41,69.05,80
I1_ B361,2260,75000,25,253.23,42.9,0.0,0.0,30.0,451,4123,81,0.0,0,51.63,47.47,70
I1_ B362,2340,75000,25,253.23,22.1,0.0,0.0,35.0,443,4840,75,0.0,0,53.1,62.36,20
I1_ B363,2260,75000,25,253.23,87.0,0.0,0.0,30.0,428,966,83,0.0,0,84.27,71.19,10
I1_ B364,4700,75000,25,395.91,42.5,0.0,0.0,34.0,438,4840,72,0.0,0,25.75,44.65,80
I1_ B365,4220,75000,25,395.91,59.4,0.0,0.0,38.0,432,4123,76,0.0,0,36.65,52.92,65
I1_ B366,4560,75000,25,395.91,27.5,0.0,0.0,31.0,439,4318,77,0.0,0,39.19,70.32,10
I1_ B367,2000,75000,25,379.84,25.3,0.0,0.0,39.0,455,4318,81,0.0,0,75.47,44.84,95
I1_ B368,2600,75000,25,379.84,91.8,0.0,0.0,38.0,418,1138,88,0.0,0,86.52,56.09,60
I1_ B369,2200,75000,25,379.84,173.4,0.0,0.0,29.0,427,1034,87,0.0,0,125.61,70.31,15
I1_ B370,1860,75000,38,253.23,182.7,0.0,0.0,32.0,451,1034,87,0.0,0,45.86,41.87,85
I1_ B371,1880,75000,38,253.23,90.0,0.0,0.0,32.0,428,1100,80,0.0,0,57.69,56.47,100
I1_ B372,2100,75000,38,253.23,91.8,0.0,0.0,29.0,459,1138,85,0.0,0,76.19,69.56,10
I1_ B373,4120,75000,38,395.91,39.1,0.0,0.0,27.0,450,4840,73,0.0,0,30.92,47.6,95
I1_ B374,3900,75000,38,395.91,27.5,0.0,0.0,32.0,458,4318,77,0.0,0,36.97,55.3,80
I1_ B375,5300,75000,38,395.91,25.3,0.0,0.0,39.0,446,4318,84,0.0,0,29.21,66.47,15
I1_ B376,2520,75000,38,379.84,22.0,0.0,0.0,35.0,445,4318,77,0.0,0,59.39,43.75,105
I1_ B377,2320,75000,38,379.84,173.4,0.0,0.0,36.0,439,1034,88,0.0,0,124.39,63.23,15
I1_ B378,2180,75000,38,379.84,163.2,0.0,0.0,29.0,442,1034,82,0.0,0,86.14,70.97,10
I1_ B379,3640,90000,25,395.91,45.9,0.0,0.0,30.0,442,4840,73,0.0,0,35.14,44.48,70
I1_ B380,4440,90000,25,395.91,223.3,0.0,0.0,39.0,442,1034,82,0.0,0,35.29,54.1,70
I1_ B381,5480,90000,25,395.91,35.7,0.0,0.0,31.0,435,4840,76,0.0,0,32.06,70.56,15
I1_ B382,2060,90000,25,379.84,33.0,0.0,0.0,33.0,425,4318,85,0.0,0,91.48,46.19,60
I1_ B383,2160,90000,25,379.84,52.8,0.0,0.0,34.0,432,4123,79,0.0,0,118.66,59.58,20
I1_ B384,2240,90000,25,379.84,112.2,0.0,0.0,35.0,418,1138,88,0.0,0,86.86,66.43,15
I1_ B385,4000,90000,38,395.91,180.0,0.0,0.0,27.0,416,1100,79,0.0,0,26.96,44.56,115
I1_ B386,4160,90000,38,395.91,243.6,0.0,0.0,35.0,451,1034,85,0.0,0,32.57,54.3,90
I1_ B387,3980,90000,38,395.91,56.1,0.0,0.0,27.0,450,4123,77,0.0,0,42.87,71.24,10
I1_ B388,2700,90000,38,379.84,223.3,0.0,0.0,35.0,432,1034,87,0.0,0,51.94,47.62,85
I1_ B389,2680,90000,38,379.84,150.0,0.0,0.0,36.0,440,1100,74,0.0,0,67.81,56.28,95
I1_ B390,2680,90000,38,379.84,132.6,0.0,0.0,28.0,430,1138,83,0.0,0,114.04,69.87,15
I1_ B391,5000,87500,25,395.91,27.5,0.0,0.0,37.0,455,4318,82,0.0,0,25.11,43.35,75
I1_ B392,3900,87500,25,395.91,263.9,0.0,0.0,29.0,447,1068,82,0.0,0,47.69,56.68,65
I1_ B393,4000,87500,25,395.91,263.9,0.0,0.0,27.0,429,1034,86,0.0,0,52.84,69.97,20
I1_ B394,2680,87500,25,379.84,170.0,0.0,0.0,38.0,439,1100,84,0.0,0,73.19,43.29,65
I1_ B395,2320,87500,25,379.84,102.0,0.0,0.0,40.0,460,1138,84,0.0,0,91.17,52.45,60
I1_ B396,2720,87500,25,379.84,200.0,0.0,0.0,27.0,423,1100,72,0.0,0,114.19,70.35,10
I1_ B397,3700,87500,38,395.91,263.9,0.0,0.0,38.0,459,1034,83,0.0,0,43.31,45.5,135
I1_ B398,4480,87500,38,395.91,27.5,0.0,0.0,36.0,444,4318,83,0.0,0,37.68,52.1,85
I1_ B399,4940,87500,38,395.91,180.0,0.0,0.0,27.0,417,1100,83,0.0,0,39.09,70.73,20
I1_ B400,2780,87500,38,379.84,127.5,0.0,0.0,31.0,437,1138,83,0.0,0,71.92,46.75,90
I1_ B401,2720,87500,38,379.84,56.1,0.0,0.0,29.0,421,4123,77,0.0,0,78.04,53.99,100
I1_ B402,1900,87500,38,379.84,102.0,0.0,0.0,27.0,441,1138,87,0.0,0,190.62,70.73,10
I1_ B403,5200,105000,25,395.91,156.6,0.0,0.0,37.0,446,966,88,0.0,0,30.5,43.98,70
I1_ B404,5240,105000,25,395.91,50.4,0.0,0.0,36.0,428,4100,76,0.0,0,39.79,58.93,25
I1_ B405,4160,105000,25,395.91,200.0,0.0,0.0,33.0,455,1100,84,0.0,0,54.2,70.47,10
I1_ B406,1720,105000,25,379.84,150.0,0.0,0.0,39.0,449,1100,75,0.0,0,104.29,46.61,70
I1_ B407,1980,105000,25,379.84,34.0,0.0,0.0,31.0,431,4840,77,0.0,0,95.72,52.61,65
I1_ B408,1780,105000,25,379.84,56.1,0.0,0.0,30.0,444,4123,77,0.0,0,203.49,71.25,10
I1_ B409,4760,105000,25,593.87,244.8,0.0,0.0,27.0,421,1034,87,0.0,0,39.3,44.31,115
I1_ B410,3820,105000,25,593.87,122.4,0.0,0.0,40.0,453,1138,82,0.0,0,62.62,52.09,90
I1_ B411,4500,105000,25,593.87,260.0,0.0,0.0,34.0,421,1100,74,0.0,0,66.68,70.52,10
I1_ B412,4800,105000,38,395.91,163.2,0.0,0.0,34.0,456,1068,85,0.0,0,31.11,44.93,10
I1_ B413,4280,105000,38,395.91,150.0,0.0,0.0,31.0,416,1100,84,0.0,0,37.09,60.49,95
I1_ B414,4860,105000,38,395.91,243.6,0.0,0.0,37.0,460,1034,88,0.0,0,43.96,69.35,30
I1_ B415,2700,105000,38,379.84,50.4,0.0,0.0,30.0,436,4100,75,0.0,0,58.82,46.65,105
I1_ B416,1620,105000,38,379.84,263.9,0.0,0.0,27.0,433,1034,83,0.0,0,157.39,58.24,25
I1_ B417,2000,105000,38,379.84,243.6,0.0,0.0,38.0,447,1034,85,0.0,0,166.76,68.82,20
I1_ B418,4820,105000,38,593.87,200.0,0.0,0.0,40.0,457,1100,82,0.0,0,39.01,43.83,115
I1_ B419,4040,105000,38,593.87,385.7,0.0,0.0,37.0,430,1034,85,0.0,0,64.87,59.86,20
I1_ B420,3620,105000,38,593.87,406.0,0.0,0.0,29.0,458,1068,87,0.0,0,93.36,70.69,15
I1_ B421,5340,122500,25,395.91,112.2,0.0,0.0,35.0,446,1138,83,0.0,0,30.4,45.27,65
I1_ B422,4180,122500,25,395.91,200.0,0.0,0.0,30.0,445,1100,84,0.0,0,42.86,52.88,60
I1_ B423,4100,122500,25,395.91,150.0,0.0,0.0,37.0,429,1100,85,0.0,0,52.85,69.93,20
I1_ B424,2460,122500,25,379.84,122.4,0.0,0.0,38.0,451,1138,86,0.0,0,69.6,40.95,70
I1_ B425,1580,122500,25,379.84,210.0,0.0,0.0,29.0,442,1100,78,0.0,0,173.68,57.99,25
I1_ B426,2360,122500,25,379.84,142.8,0.0,0.0,30.0,430,1138,84,0.0,0,160.35,70.11,10
I1_ B427,5400,122500,25,593.87,156.6,0.0,0.0,27.0,451,966,82,0.0,0,38.97,47.26,120
I1_ B428,4340,122500,25,593.87,214.2,0.0,0.0,34.0,438,1068,86,0.0,0,61.37,60.14,55
I1_ B429,4740,122500,25,593.87,214.2,0.0,0.0,36.0,414,1068,87,0.0,0,65.87,69.68,20
I1_ B430,4040,122500,38,395.91,127.5,0.0,0.0,33.0,424,1138,84,0.0,0,30.49,41.92,105
I1_ B431,4060,122500,38,395.91,117.3,0.0,0.0,35.0,425,1138,86,0.0,0,49.76,62.3,25
I1_ B432,5220,122500,38,395.91,163.2,0.0,0.0,36.0,447,1068,85,0.0,0,45.05,69.47,20
I1_ B433,2420,122500,38,379.84,153.0,0.0,0.0,39.0,436,1068,86,0.0,0,70.1,41.46,10
I1_ B434,2700,122500,38,379.84,38.4,0.0,0.0,34.0,415,4100,82,0.0,0,76.83,52.68,80
I1_ B435,2240,122500,38,379.84,163.2,0.0,0.0,35.0,453,1068,86,0.0,0,177.76,68.82,15
